scorer,DavidPagnon,DavidPagnon,DavidPagnon,DavidPagnon,DavidPagnon,DavidPagnon,DavidPagnon,DavidPagnon,DavidPagnon,DavidPagnon,DavidPagnon,DavidPagnon,DavidPagnon,DavidPagnon,DavidPagnon,DavidPagnon,DavidPagnon,DavidPagnon,DavidPagnon,DavidPagnon,DavidPagnon,DavidPagnon
individuals,person0,person0,person0,person0,person0,person0,person0,person0,person0,person0,person0,person0,person0,person0,person0,person0,person0,person0,person0,person0,person0,person0
angs,Time,Right ankle,Left ankle,Right knee,Left knee,Right hip,Left hip,Right shoulder,Left shoulder,Right elbow,Left elbow,Right foot,Left foot,Right shank,Left shank,Right thigh,Left thigh,Trunk,Right arm,Left arm,Right forearm,Left forearm
coords,seconds,dorsiflexion,dorsiflexion,flexion,flexion,flexion,flexion,flexion,flexion,flexion,flexion,horizontal,horizontal,horizontal,horizontal,horizontal,horizontal,horizontal,horizontal,horizontal,horizontal,horizontal
0,0.0,1.8401124818044394,-9.438936777774472,-3.151724969630095,-4.564254583036018,-10.668423774559813,-9.060893378638667,15.28515561220018,28.94542332461468,161.43058770816094,-16.696880176378414,3.876060033262452,-6.39952424228165,-87.964052448542,-86.96058746450719,-91.11577741817214,-91.52484204754325,81.45565115625845,-65.16219803141216,-53.518525344289884,96.26838967674881,-70.21540552066828
1,0.0333051519154557,-0.19114154810222317,-11.64621447027757,-4.048432983914267,-5.863736359989048,-7.990859184410255,-9.908461181661067,16.784955994145214,28.834849331099058,-156.06833752324496,-11.070376678402624,2.3063602510734427,-7.9333665266564815,-87.50249820082433,-86.28715205637891,-91.55093118473864,-92.15088841636799,82.90124961751766,-66.77511600618317,-53.407577903607866,137.1565464705719,-64.47795458201051
2,0.0666103038309114,-0.9428333232790607,-12.447311951017028,-3.8182647665121294,-6.345243871109858,-7.525650591505979,-10.267150354987166,16.92076818906755,27.649733085846325,-149.77575361573747,-6.45159034199483,1.456715155747791,-8.531042950725098,-87.60045152097317,-86.08373099970808,-91.41871628748527,-92.42897487081795,83.02744510590503,-66.97229750691173,-54.51209142998446,143.2519488773508,-60.96368177197927
3,0.0999154557463672,-1.8968467316766038,-12.575533240008198,-3.7839924135597585,-6.3803772592816586,-7.786105407750199,-10.410145562710966,16.990817322936827,27.330125703770108,-146.63278550146381,-6.426103754001019,0.5494863975128033,-8.7102208618543,-87.55366687081059,-86.13468762184611,-91.33765928437036,-92.51506488112773,82.82823659751848,-66.56073655368334,-54.77479361464669,146.80647794485287,-61.20089736864768
4,0.1332206076618229,-2.423401828708336,-12.153124820169992,-3.9139539312875513,-6.428191281265526,-7.91163637876781,-10.488102452192976,16.61587868876369,27.06917693255173,-143.6452864020373,-6.837883201468543,0.18788521014299292,-8.290580562920383,-87.38871296114867,-86.13745574275039,-91.30266689243624,-92.56564702401597,82.7342875427457,-66.77515182490474,-55.00836763927127,149.57956177305797,-61.84625084073981
5,0.1665257595772787,-3.01240919808788,-11.904688084704802,-3.796379130151024,-6.4674860434626,-7.631045178351172,-10.567372803213885,18.19365357495698,26.916936366949482,-107.88631455830887,-7.200868796283629,-0.4400512240158835,-8.07559756631727,-87.42764202592802,-86.17090948161248,-91.22402115607903,-92.63839552507507,82.83199934979453,-65.39932240277088,-55.154086354911705,-173.28563696107977,-62.35495515119534
6,0.1998309114927344,-3.879139082193376,-11.848140548088097,-3.7844021575643865,-6.789903544166123,-7.661484377225548,-10.677678941125095,18.09598579609342,26.69661608557957,-94.07524641270788,-7.022748951325212,-1.3008247462735454,-7.863501639617258,-87.42168566408017,-86.01536109152916,-91.20608782164459,-92.80526463569531,82.83609456949462,-65.44861764832562,-55.43096960899064,-159.5238640610335,-62.45371856031586
7,0.2331360634081902,-4.231116722647926,-12.210075893140313,-3.6641450087143994,-7.0505865060829365,-7.286008459884528,-10.403698837134499,16.728722624092715,26.979413992982295,-92.93864358290875,-7.516258310338316,-1.6903941982380568,-7.95132609976425,-87.45927747559013,-85.74125020662393,-91.12342248430457,-92.7918367127069,83.11277594999622,-67.1086914003273,-55.40872388259011,-160.04733498323603,-62.92498219292845
8,0.2664412153236459,-4.47538954942101,-12.344755974679089,-3.7720292512354945,-7.020342880302337,-6.8491965033954045,-10.023829028538302,15.814559645989137,27.34737610021603,-98.66757474979238,-9.199979335896415,-1.8404235855136102,-7.969769970676772,-87.3650340360926,-85.62501399599769,-91.13706328732806,-92.64535687630001,83.4546973158472,-68.47330713794354,-55.27415174754569,-167.14088188773587,-64.4741310834421
